Temperature (deg F),Relative Humidity (%),"Total Snow Depth ("")","Intermittent/Shot Snow ("")",,
44.54,31.63,92.4,426.2,0.989616613,2
44.9,27.61,92,420.8,0.988982334,2
43.67,32.92,91.6,410.2,0.987737267,2
44.05,31.97,91.8,392.1,0.985611257,2
42.11,27.89,92.6,432.1,0.990309622,2
39.81,27.69,92.2,464.7,0.99413879,2
38.37,29.82,92.7,508.1,0.999236516,2
36.42,36.04,93.2,483.5,0.996347021,2
33.6,48.67,93,482.7,0.996253054,2
33.99,46.43,93.1,482.1,0.996182578,2
31.9,49.3,93.2,487.2,0.99678162,2
31.66,47.59,93.1,483.6,0.996358767,2
32.75,44.38,93.4,481.9,0.996159087,2
32.88,46.98,93.4,482.1,0.996182578,2
32.15,49.85,93.3,480.8,0.996029882,2
32.15,46.98,93,478.9,0.995806709,2
32.37,48.87,93.2,479.1,0.995830201,2
32.62,50.85,93.3,474.3,0.995266397,2
33.47,50.85,93.3,466,0.994291487,2
34.45,53.37,93.3,463.9,0.994044822,2
36.77,48.38,93.2,467,0.994408946,2
39.58,46.46,93.1,462.6,0.993892126,2
40.3,42.63,93,460.9,0.993692445,2
39.67,39.28,93.5,461.3,0.993739429,2
45.18,39.21,93.2,460.8,0.993680699,2
40.49,34.36,93.5,465.1,0.994185773,2
44.66,28.15,93.1,471.1,0.994890528,2
42.95,27.81,93.3,488.2,0.996899079,2
42.47,30.75,93.7,487.2,0.99678162,2
42.12,25.44,93.9,-7999,0,0
42.05,30.64,94.1,-7999,0,0
38.14,27.71,94.4,-7999,0,0
34.36,43.09,94.5,-7999,0,0
31.91,42.75,94.6,-7999,0,0
30.93,42.34,94.7,-7999,0,0
29.94,46.02,94.7,-7999,0,0
30.3,45.82,94.6,-7999,0,0
31.41,47.05,94.5,-7999,0,0
30.81,50.81,94.6,-7999,0,0
29.95,59.14,94.6,-7999,0,0
29.58,64.4,94.6,-7999,0,0
28.95,71.9,94.6,-7999,0,0
29.07,76.82,94.5,-7999,0,0
30.91,74.7,94.5,-7999,0,0
30.77,77.61,94.5,-7999,0,0
34.09,72.49,94.5,-7999,0,0
35.17,69.4,94.3,502.5,0.998578745,2
35.39,70.53,94.3,505.8,0.99896636,2
39.07,52.8,94.1,-7999,0,0
37.23,50.61,94.2,-7999,0,0
38.06,71.53,94,-7999,0,0
38.55,49.57,94.6,483.1,0.996300038,2
38.58,49.52,94.3,-7999,0,0
35.29,69.74,94.9,-7999,0,0
35.93,79.39,94.9,-7999,0,0
32.15,86.1,95,-7999,0,0
29.46,92.4,93.9,-7999,0,0
27.01,95.2,95.1,449.8,0.992388649,2
26.27,95.2,94.6,494.4,0.997627326,2
27,96,94.7,-7999,0,0
27.86,96.4,94.3,-7999,0,0
28.23,97,92.7,-7999,0,0
27.72,96.1,95.4,-7999,0,0
28.34,96.8,95.5,503.2,0.998660966,2
29.07,97.9,95.8,504.9,0.998860646,2
29.07,99.8,94.3,501.6,0.998473031,2
29.55,99.8,92.4,488.7,0.996957809,2
30.53,97,93.4,465.2,0.994197519,2
30.89,95.5,92.9,456.5,0.993175625,2
33.58,90.2,93.7,456.9,0.993222609,2
34.19,88.3,94,440,0.991237549,2
37.36,86.4,94,447.7,0.992141985,2
37.5,63.25,94.4,433.7,0.990497557,2
34.53,82.3,94.4,434.4,0.990579778,2
36.13,80,94.3,434.4,0.990579778,2
37.11,65.83,94.3,437.1,0.990896918,2
35.03,66.38,94.4,451.7,0.992611821,2
34.57,67.5,94.6,-7999,0,0
32.15,78.59,95.4,-7999,0,0
27.99,88,95.6,465.4,0.994221011,2
26.29,86.2,96.1,436.1,0.990779459,2
23.96,93.5,96,415.4,0.988348055,2
22.11,93.9,96.1,395,0.985951889,2
22.48,93.3,96.1,400.8,0.986633152,2
22.23,93.1,96.1,401.6,0.986727119,2
22.11,92.4,96.4,403.9,0.986997275,2
22.6,90.9,96.3,412.6,0.988019169,2
23.07,89.9,96.2,423.9,0.989346457,2
24.8,90,96.2,473.4,0.995160684,2
24.92,92.6,95.8,497.1,0.997944465,2
25.04,91.9,95.8,-7999,0,0
24.3,91.3,94.4,505.7,0.998954614,2
24.8,89.2,95.9,-7999,0,0
25.03,88.2,96.1,-7999,0,0
25.63,85.4,96.1,-7999,0,0
26.74,87.8,94.2,-7999,0,0
25.98,90.2,95.7,-7999,0,0
27.09,85.8,94.5,-7999,0,0
27.72,92,94.3,-7999,0,0
25.88,94.4,95,214.3,0.964727025,2
24.77,96.4,94.2,-328.8,0.900934975,2
25.26,95.3,94.1,-351.8,0.898233415,1
25.15,94.9,91.9,-202.6,0.915758316,2
23.93,94.7,93.3,-202.3,0.915793554,2
25.28,95.8,93.2,-309.1,0.903248919,2
27.12,96.9,91.6,-258.3,0.909215843,2
27.11,97.7,91.8,-258.4,0.909204097,2
26.99,95.6,90,-255.3,0.90956822,2
28.34,100,91.1,-199.1,0.916169423,2
28.58,99.9,90.6,-164,0.920292238,2
28.83,99.9,91,-111.3,0.926482334,2
29.31,100,91.2,75.71,0.948448365,2
29.91,99.9,91,-191.8,0.917026875,2
31.14,96.7,91.5,-132.9,0.923945217,2
32.49,93,91.4,-16.73,0.937590444,2
34.33,87.4,91.4,78.71,0.948800742,2
35.42,83,91.4,49.03,0.945314556,2
36.03,80.2,90.9,-36.58,0.93525888,2
38.21,71.62,91.1,155.8,0.957855666,2
39.43,62.27,90.8,110.4,0.952523022,2
42.24,48.62,91,155,0.957761699,2
41.47,47.85,91.3,6.42,0.940309622,2
43.8,50.85,90.4,476.5,0.995524807,2
41.49,58.77,91,-7999,0,0
40.52,61.23,91.4,492.5,0.997404153,2
41.27,57.63,91.1,486,0.996640669,2
40.45,52.47,91.9,-7999,0,0
36.18,59.66,91.9,483.9,0.996394005,2
35.69,67.44,91.8,481.6,0.996123849,2
32.74,87,91.7,467.6,0.994479421,2
32.12,90.2,91.8,456.3,0.993152133,2
33.35,88.6,91.9,459.4,0.993516256,2
34.09,84.9,91.9,461.8,0.993798158,2
35.32,81.4,91.5,456.1,0.993128641,2
35.06,92.1,92,452.9,0.992752772,2
36.16,94.1,91.8,442.9,0.991578181,2
36.77,90.7,92,431.9,0.99028613,2
38.12,85,92,431.1,0.990192163,2
40.08,64.69,92,433.8,0.990509303,2
40.55,59.96,92.2,440.1,0.991249295,2
42.14,59,92,446,0.991942304,2
45.06,58.44,91.7,476,0.995466078,2
47.73,47.24,91.9,490.2,0.997133997,2
49.32,39.06,92.3,-7999,0,0
51.87,31.28,92.2,-7999,0,0
49.91,33.87,91.7,-7999,0,0
49.66,35.98,91.4,-7999,0,0
48.1,36.4,91.8,-7999,0,0
46.5,37.76,92,-7999,0,0
44.81,37.78,92.5,501.3,0.998437794,2
43.86,39.63,93,506,0.998989852,2
41.43,39.71,92.9,444.2,0.991730878,2
39.37,37.2,93.3,458.4,0.993398797,2
36.3,37.88,93.4,464.5,0.994115298,2
34.46,29.69,93.4,468.1,0.994538151,2
34.83,21.5,93.4,476.7,0.995548299,2
35.81,23.62,93.6,472.5,0.995054971,2
34.83,23.96,93.4,461.3,0.993739429,2
33.99,44.11,93.4,463.3,0.993974347,2
32.76,84.2,93.1,463.9,0.994044822,2
32.15,94.2,93.4,466.5,0.994350216,2
32.49,94.5,93.4,469.6,0.994714339,2
32.49,93.6,93.3,484.9,0.996511464,2
33.11,91,93.2,463.7,0.994021331,2
35.78,85.1,93.3,447.3,0.992095001,2
39.2,74.15,93.2,467.4,0.994455929,2
40.55,69.17,93.1,461.4,0.993751175,2
42.6,63.28,92.9,510.8,0.999553655,2
44.42,60.87,92.5,485.1,0.996534956,2
44.05,57.94,92,-7999,0,0
41.72,64.96,92.3,-7999,0,0
40.52,64.57,92.3,-7999,0,0
38.43,66.08,92.6,446.8,0.992036271,2
35.91,76.63,91.7,465.9,0.994279741,2
34.21,82.9,92.2,454.4,0.992928961,2
32.12,90.4,92.5,474.1,0.995242905,2
31.03,94.8,92.7,-28.16,0.936247886,2
29.69,95.7,92.8,-356.3,0.897704849,1
29.44,96.6,92.7,-7999,0,0
30.06,97.2,93,-7999,0,0
30.16,99.9,92.8,-354.2,0.897951513,1
30.77,99.9,93,475.8,0.995442586,2
31.51,99.9,93.1,471.5,0.994937512,2
31.88,96.4,93.2,470.9,0.994867036,2
32.86,93.7,93.2,467.1,0.994420692,2
33.11,93.2,93.2,463,0.993939109,2
33.84,93.7,93.6,459,0.993469273,2
34.33,93,93.2,454.7,0.992964198,2
35.43,92.7,93.3,448.4,0.992224206,2
35.43,92.6,93.6,437.4,0.990932156,2
35.91,95.7,93.6,405.8,0.987220447,2
36.99,90.5,93.5,421.2,0.989029318,2
38.09,84.7,93.4,424.6,0.989428679,2
39.44,82.6,94,427,0.989710581,2
39.2,86.2,93.6,427.6,0.989781056,2
39.92,90.9,93.8,428.2,0.989851532,2
39.32,92.4,93.9,441.2,0.9913785,2
39.69,92.7,94.2,436.9,0.990873426,2
37.87,99.8,94.3,483.5,0.996347021,2
37.75,100,94.1,489.4,0.99704003,2
37.51,99.9,94.5,494,0.997580342,2
36.65,99.8,95.1,497.9,0.998038433,2
36.29,99.8,94.9,499.4,0.998214621,2
36.41,99.9,94.7,501.6,0.998473031,2
37.15,99.8,94.9,501.5,0.998461285,2
36.78,99.8,94.7,502.2,0.998543507,2
36.17,99.9,94.5,502.3,0.998555253,2
35.79,99.8,95.1,503.7,0.998719696,2
35.68,99.9,94.9,503.5,0.998696204,2
35.69,99.9,95.1,501.9,0.998508269,2
35.32,99.9,95.1,504.8,0.998848901,2
35.56,99.8,95.1,497.1,0.997944465,2
35.79,99.8,94.7,493.2,0.997486375,2
36.27,99.8,94.9,488,0.996875587,2
36.27,96.5,95.3,478.5,0.995759726,2
37.11,95.2,95.1,441.5,0.991413738,2
39.07,90.7,95,425.6,0.989546138,2
40.77,81.1,95.3,419.4,0.988817891,2
42.73,74.12,95,415.4,0.988348055,2
43.82,64.5,95,425.4,0.989522646,2
44.69,57.01,95.3,429.3,0.989980737,2
44.47,47.34,95.1,441.5,0.991413738,2
40.55,59.82,95.3,436.3,0.990802951,2
38.85,48.52,95.3,455,0.992999436,2
38.5,47.36,95.3,480.4,0.995982898,2
36.18,46.48,95.7,501.3,0.998437794,2
34.95,42.32,95.5,507.3,0.999142548,2
34.7,36.86,95.7,506.2,0.999013343,2
31.63,97.1,95.7,502.8,0.998613982,2
32.37,97.3,95.6,501.7,0.998484777,2
33.11,97.8,95.6,497.2,0.997956211,2
33.72,99.9,95.5,491.3,0.997263202,2
33.72,99.9,95.6,480.4,0.995982898,2
34.7,99.9,95.8,476.1,0.995477824,2
35.07,99.9,95.6,460.7,0.993668953,2
35.06,95.1,95.5,450.5,0.99247087,2
36.15,89,95.8,444.3,0.991742624,2
39.2,80.8,95.6,450.5,0.99247087,2
39.81,78.24,95.8,436.5,0.990826442,2
42.6,68.19,96.1,435.9,0.990755967,2
44.91,64.69,96.3,429.1,0.989957245,2
45.74,64.46,95.8,423,0.989240744,2
45.02,63.72,95.1,477.4,0.995630521,2
43.09,65.05,95.8,461.4,0.993751175,2
41.28,73.19,96.2,456.9,0.993222609,2
38.34,78.65,96.3,484.7,0.996487972,2
37.01,84.5,96.7,487.3,0.996793366,2
35.44,88.9,96.8,489.2,0.997016538,2
33.84,92.6,97.1,467.5,0.994467675,2
32.98,95.9,97.2,459.2,0.993492765,2
32.74,96.9,97.3,455.3,0.993034674,2
33.11,99.9,97.3,457,0.993234354,2
33.23,99.9,97.3,456.8,0.993210863,2
33.23,99.9,97.3,446,0.991942304,2
33.6,99.9,97.3,448,0.992177222,2
33.72,99.9,97.3,454.7,0.992964198,2
33.6,99.9,97.3,450.6,0.992482616,2
33.84,99.9,97.5,448.3,0.99221246,2
34.21,99.9,97.3,443.6,0.991660402,2
34.81,99.8,97.4,436.2,0.990791205,2
35.17,97.4,97.4,435,0.990650254,2
36.5,93.6,97.5,433.7,0.990497557,2
38.7,89.3,97.5,431.9,0.99028613,2
39.66,88,97.6,426.3,0.989628359,2
42.82,77.3,97.3,429.5,0.990004229,2
41.84,84.3,97,413.5,0.988124883,2
42.45,81,96.9,435.7,0.990732475,2
42.24,81.1,96.8,455.6,0.993069912,2
39.93,89.6,98,418.7,0.98873567,2
37.5,91.2,97.8,408.5,0.987537587,2
36.04,94.3,98,399.3,0.986456963,2
35.07,97.2,98.3,304.8,0.975357076,2
32.86,99.9,98.4,290.5,0.97367741,2
32.37,99.9,98.4,272,0.971504416,2
32.74,99.9,98.4,258.9,0.969965702,2
32.61,99.9,98.4,292.9,0.973959312,2
33.11,99.9,98.4,308.7,0.975815166,2
33.35,99.8,98.5,338.7,0.97933894,2
33.72,99.9,98.4,305.9,0.975486281,2
33.84,99.9,98.7,301.4,0.974957715,2
34.46,100,98.7,254.1,0.969401898,2
34.58,100,98.8,243.7,0.968180323,2
34.83,99.9,98.9,248.2,0.968708889,2
34.83,99.9,99.1,274.5,0.971798064,2
35.42,100,99,256.4,0.969672054,2
35.91,99.8,98.7,188.4,0.961684834,2
37.01,99.9,98.3,233.1,0.966935257,2
37.98,99.8,98.7,184.9,0.961273727,2
38.58,99.9,98.7,204.3,0.963552434,2
39.2,96.8,98.5,138,0.955764894,2
39.81,99.9,99,-103.4,0.927410261,2
40.67,99.9,99.4,297.7,0.974523116,2
41.04,99.9,99.8,87.4,0.949821462,2
41.9,99.9,99.6,-24.61,0.936664866,2
40.67,99.9,100.1,-390.8,0.893652509,1
37.99,99.9,100.2,-437.7,0.888143676,1
38.46,99.8,100.2,154.3,0.957679478,2
40.67,99.9,99.8,144.9,0.956575362,2
42.76,99.9,100.2,161.3,0.958501691,2
42.51,99.9,100.5,158.5,0.958172806,2
42.88,99.9,100.8,178.5,0.960521988,2
42.63,99.8,100.8,167.6,0.959241684,2
42.14,99.9,100,132.1,0.955071885,2
41.77,99.9,101.2,131.8,0.955036647,2
42.76,99.9,101,139.8,0.95597632,2
42.14,99.9,100.8,155.1,0.957773445,2
42.02,99.9,101.2,169.3,0.959441364,2
41.28,99.9,101.4,182.2,0.960956587,2
42.39,99.9,101.3,169.7,0.959488348,2
42.39,99.9,101.3,179.4,0.960627702,2
43,99.9,101.3,188.8,0.961731817,2
42.88,99.9,101.4,238.8,0.967604774,2
43.12,99.8,101.8,257.6,0.969813005,2
43.25,99.9,101.5,299,0.974675813,2
42.63,98.8,102,274,0.971739335,2
42.39,97.6,102.2,324,0.977612291,2
42.51,99.9,102.2,303.1,0.975157395,2
40.3,97.8,102.2,342.1,0.979738301,2
40.91,96,102.4,368.5,0.982839222,2
39.1,99.9,102.4,337.3,0.979174497,2
39.1,99.9,102.5,446.3,0.991977542,2
38.61,99.9,102.7,472.8,0.995090209,2
38.99,97.9,102.5,471.5,0.994937512,2
36.79,94.5,103,468.6,0.99459688,2
34.7,91,103,463.4,0.993986093,2
35.44,94.1,102.8,461.5,0.993762921,2
35.32,96.5,102.8,460.2,0.993610224,2
35.32,99.9,103.1,468.6,0.99459688,2
35.19,99.9,103.4,469.2,0.994667356,2
35.19,99.9,103.6,464.7,0.99413879,2
34.58,99.8,103.6,472.5,0.995054971,2
34.83,99.9,103.8,473.5,0.99517243,2
34.93,97.5,103.5,465.3,0.994209265,2
35.66,95.5,103.8,471.2,0.994902274,2
36.03,96.1,103.7,464,0.994056568,2
36.4,100,103.8,471.6,0.994949258,2
37.13,97.8,103.7,478.7,0.995783217,2
36.51,100,104.1,479.3,0.995853693,2
36.74,99.9,104.5,477.4,0.995630521,2
37.38,99.9,104.3,487.8,0.996852095,2
35.67,100,105,504.3,0.998790171,2
33.47,99.9,104.8,387,0.985012216,2
32.25,99.9,104.4,368.2,0.982803984,2
31.63,100,104.8,458.2,0.993375305,2
31.51,99.8,104.4,495.6,0.997768277,2
31.51,100,104.3,453.1,0.992776264,2
31.26,99.9,103.4,428,0.98982804,2
31.39,99.9,104,412.5,0.988007423,2
31.39,99.9,104,361,0.981958279,2
31.39,99.9,103.4,328.4,0.978129111,2
31.63,99.9,103.9,355.1,0.98126527,2
31.76,99.9,103.8,267.6,0.970987596,2
31.88,100,103.4,345.5,0.980137662,2
31.88,99.9,104.1,275.9,0.971962507,2
32,99.9,104.3,204.6,0.963587671,2
31.88,99.9,104.2,189.8,0.961849276,2
32.37,99.9,104.4,321.2,0.977283405,2
32.74,99.9,104.4,-7999,0,0
33.72,97.3,104.4,504.9,0.998860646,2
33.46,96.4,104.6,490,0.997110506,2
34.54,91.9,104.4,-7999,0,0
37.97,82.4,103.7,480.3,0.995971152,2
37.11,82.7,104,478.6,0.995771472,2
37.6,78.92,104.5,466,0.994291487,2
36.99,78.99,104.5,473.6,0.995184176,2
38.23,73.75,104.6,456.7,0.993199117,2
39.98,58.77,104.6,-7999,0,0
34.11,62.07,104.7,347.6,0.980384326,2
32.02,73.34,105.1,-230.2,0.912516444,2
30.18,77.5,105.1,-335,0.900206728,2
29.33,77.44,105,-281.5,0.906490791,2
28.97,78.48,105,-155.7,0.921267149,2
28.61,73.98,105.3,27.93,0.942836168,2
27.98,81,105.4,-7999,0,0
28.34,79.69,105.3,-7999,0,0
30.3,77.23,105.3,496.5,0.99787399,2
30.55,74.84,105.2,492.3,0.997380662,2
30.43,74.16,105.6,497.7,0.998014941,2
29.81,81.6,105.6,-7999,0,0
29.93,81.5,105.5,-7999,0,0
31.14,80.9,105.6,-7999,0,0
32.61,79.25,105.5,-7999,0,0
34.44,75.07,105.5,-7999,0,0
34.06,78.34,105.4,-7999,0,0
35.51,79.88,104.4,-7999,0,0
36.35,72.42,105.1,504,0.998754933,2
36.11,77.82,105.3,-7999,0,0
36.37,82.1,104.7,-7999,0,0
35.27,81.2,105.7,372.4,0.983297313,2
35.56,84,104.7,-7999,0,0
33.5,85.4,106,-7999,0,0
28.11,94.5,105.7,-218.9,0.913843732,2
26.27,94.4,106,-266.1,0.908299662,2
23.57,94.3,106.2,-298.6,0.90448224,2
23.57,94.3,106.2,-305,0.903730502,2
24.06,95.1,106.2,-301.4,0.904153355,2
24.55,94.8,106.2,-303.8,0.903871453,2
24.92,95.2,106.4,-283.9,0.906208889,2
25.29,96,106.4,-273,0.907489194,2
25.29,96,106.4,-275.1,0.90724253,2
25.16,96.1,106.4,-268.3,0.908041252,2
24.8,96.3,106.2,-279.2,0.906760947,2
25.41,96.9,106.7,-272,0.907606653,2
25.65,96.6,106.9,-247.8,0.910449164,2
25.88,96.2,106.1,-40.53,0.934794916,2
27.34,94.7,105.6,409.1,0.987608062,2
28.56,94.8,105.9,380.2,0.984213494,2
29.67,92.4,105.9,382.2,0.984448412,2
29.41,92.8,105.8,382.2,0.984448412,2
31.14,90.2,105.9,379.6,0.984143018,2
30.38,94.4,106.6,381.7,0.984389682,2
31.88,96.5,106.5,376.4,0.983767149,2
31.39,99.9,106.9,374.6,0.983555723,2
28.58,100,106.7,273.5,0.971680605,2
27.35,98,107.5,-7999,0,0
27.36,97.2,106.1,-410.5,0.891338564,1
26.27,96.7,107.5,-7999,0,0
25.78,96.4,106.5,-7999,0,0
25.41,96.3,106.2,-7999,0,0
25.29,96.2,107.2,-7999,0,0
25.04,96.3,107.2,-7999,0,0
25.66,96.2,106.9,-7999,0,0
25.78,96.7,106.8,-7999,0,0
26.15,96.8,105.7,-7999,0,0
26.15,96.7,104.9,-7999,0,0
26.27,96.3,105.3,-7999,0,0
26.01,96.8,106.4,-7999,0,0
26.74,97.4,106.3,-7999,0,0
28.94,99.9,105.2,-7999,0,0
30.4,100,105.8,402.7,0.986856324,2
31.26,100,105.9,404.5,0.98706775,2
31.63,99.9,105.1,401.3,0.986691881,2
31.74,96.2,104.2,421.5,0.989064556,2
32.61,94.2,103.8,419.5,0.988829637,2
33.11,92.5,105.5,411.5,0.987889964,2
31.26,96,105,386.9,0.98500047,2
31.14,96.5,105.7,385.3,0.984812535,2
31.02,99.9,103.6,386.8,0.984988724,2
31.39,99.9,104.6,383.6,0.984612855,2
30.05,99.9,104,388,0.985129675,2
29.57,100,103.2,-7999,0,0
30.17,99.9,103.1,-7999,0,0
30.53,99.9,102.3,-7999,0,0
30.77,99.9,102.8,-436.3,0.888308119,1
30.9,99.9,102.6,-302.8,0.903988912,2
31.26,99.9,102.8,447.3,0.992095001,2
31.26,99.9,103,444.6,0.991777861,2
31.39,99.9,103.1,441.1,0.991366754,2
31.26,99.9,103.4,443.9,0.99169564,2
31.39,99.9,103.4,441.7,0.99143723,2
31.75,99.8,103.4,440.1,0.991249295,2
31.76,99.9,103.6,439,0.99112009,2
31.75,99.9,103.9,436.9,0.990873426,2
31.88,96.7,104,437.9,0.990990885,2
32.98,96.8,104,425.8,0.98956963,2
34.06,96.3,104.5,390,0.985364593,2
35.54,94.6,104.2,427,0.989710581,2
36.74,92.2,104.5,405.6,0.987196955,2
36.37,92,105.2,380.1,0.984201748,2
36.5,92.9,105.3,378.9,0.984060797,2
35.78,92.5,105.7,377.1,0.98384937,2
34.57,92.8,107.1,388.8,0.985223642,2
33.47,95.9,105.8,361,0.981958279,2
32.86,99.9,106.3,362,0.982075738,2
31.88,100,105.9,450.3,0.992447378,2
31.15,99.8,105.6,68.98,0.947657865,2
30.53,99.9,106.6,-7999,0,0
30.77,99.9,107.3,-7999,0,0
30.89,99.9,107.7,-270.8,0.907747604,2
31.39,99.8,105.9,370.8,0.983109378,2
30.9,99.9,105.4,377.8,0.983931592,2
31.76,100,106.6,379.4,0.984119526,2
32.12,99.8,105.9,378.9,0.984060797,2
31.63,100,106.6,376.6,0.983790641,2
31.39,99.9,106.1,376.6,0.983790641,2
31.51,99.9,104.3,377.7,0.983919846,2
31.88,99.9,105.5,377.5,0.983896354,2
32.25,98.1,105.4,378.1,0.98396683,2
33.47,97.4,105.9,378.5,0.984013813,2
33.21,97,106.4,374.6,0.983555723,2
34.55,94.3,106,378.6,0.984025559,2
34.43,93.1,106.8,378.2,0.983978575,2
33.33,99.8,107.6,378.1,0.98396683,2
32.48,100,108,378.3,0.983990321,2
32.6,96,108.3,378.1,0.98396683,2
32.49,95.5,108.9,397,0.986186807,2
32.61,91.3,108.2,475.9,0.995454332,2
31.78,93.8,106.8,-7999,0,0
29.81,95.9,108.3,-350.7,0.89836262,1
28.34,96.1,109.5,-398.2,0.892783311,1
27.97,95.8,108.8,-406.5,0.891808401,1
28.34,95.5,107,-407.7,0.89166745,1
28.21,96.1,109.5,-407.8,0.891655704,1
28.71,96.8,109.1,-407.1,0.891737925,1
28.71,97.9,108.9,-404.7,0.892019827,1
29.2,99.1,109.3,-399.3,0.892654106,1
28.71,97.6,109.3,-393.8,0.893300132,1
29.2,97.2,109.9,-386,0.894216313,1
30.06,97.4,110,-398.5,0.892748074,1
30.55,99.8,108.9,-426.1,0.889506202,1
29.81,96.9,108.8,-7999,0,0
30.4,97.3,106.2,381.6,0.984377936,2
30.65,99.9,106.7,382.4,0.984471904,2
30.4,96,104.8,381,0.984307461,2
29.79,95.8,103.6,382.8,0.984518887,2
30.89,96.5,99.5,384.8,0.984753806,2
30.65,96.6,100,393.7,0.985799192,2
31.39,96.2,99.2,397.6,0.986257282,2
31.37,96,96.9,480.9,0.996041628,2
32.37,93.9,98.3,-7999,0,0
31.02,91.3,98.8,-7999,0,0
31.64,94.2,97.7,-7999,0,0
28.95,95.9,99.4,-193.6,0.916815448,2
27.85,99.9,99.7,-368.4,0.896283593,1
27.97,99,99.6,-369.9,0.896107405,1
27.97,100,98.8,-370.1,0.896083913,1
28.09,96.8,98,-364.2,0.896776922,1
28.09,95.8,98.9,-356.1,0.897728341,1
28.34,98.9,98.9,-351.8,0.898233415,1
29.07,99.9,98.9,-331.3,0.900641327,2
29.57,100,98.3,-309.4,0.903213682,2
29.94,99.8,98.2,-270.9,0.907735858,2
29.69,99.9,98.1,-192,0.917003383,2
29.81,97.2,98.8,-105.4,0.927175343,2
29.8,96.6,98.6,-100.8,0.927715655,2
30.28,96.3,96.5,506.5,0.999048581,2
31.26,99.9,98.7,-7999,0,0
31.88,97.9,98.4,-7999,0,0
32.37,96.7,96.9,-7999,0,0
31.63,96.3,98.1,506.6,0.999060327,2
32,98,97.9,508.9,0.999330483,2
31.63,96.3,98.3,505.9,0.998978106,2
32,99.9,97.5,505.6,0.998942868,2
31.39,99.9,97.3,497.6,0.998003195,2
31.51,99.9,96.7,494.7,0.997662563,2
31.02,99.9,97.7,499.3,0.998202875,2
31.26,99.8,97.7,506.4,0.999036835,2
31.26,99.8,97.2,-7999,0,0
31.14,99.9,97.6,-7999,0,0
31.26,99.9,96.9,-7999,0,0
31.63,99.9,97.1,-7999,0,0
31.76,99.9,97,-7999,0,0
31.51,99.9,97.6,-7999,0,0
32,99.8,97.8,-7999,0,0
31.75,99.9,97.8,-7999,0,0
32,99.9,97.2,-7999,0,0
32.49,99.9,98.1,-7999,0,0
32.25,99.8,98.1,-7999,0,0
32.37,99.8,97.5,-7999,0,0
32.37,96.7,98.1,-7999,0,0
34.2,96.7,98,508.8,0.999318737,2
35.05,96.6,98,-7999,0,0
36.27,94.2,98,-7999,0,0
35.41,94,98.2,-7999,0,0
36.63,90.8,98.2,-7999,0,0
36.03,88,98.8,-7999,0,0
35.3,89.5,99,-7999,0,0
33.72,90,98.9,-7999,0,0
32.61,89.6,99.2,-7999,0,0
32.13,81.7,99.2,374.1,0.983496993,2
31.78,72.99,99.4,-322.3,0.901698459,2
31.41,69.51,99.4,-7999,0,0
29.69,74.97,99.4,-437.4,0.888178914,1
29.44,73.88,99.3,-434.1,0.888566529,1
31.04,72.45,99.4,-7999,0,0
30.18,77.5,99.4,-7999,0,0
30.06,85.1,99.4,-7999,0,0
29.44,85.9,99.4,-7999,0,0
30.55,97.8,99.4,-7999,0,0
30.79,100,99.4,-7999,0,0
30.9,99.8,99.2,-7999,0,0
31.51,99.8,99.1,-7999,0,0
30.89,96,99.3,-7999,0,0
33.11,94.7,99.6,-7999,0,0
34.08,94.6,100,-7999,0,0
34.8,93.9,100.5,-7999,0,0
35.28,92.9,100.5,-7999,0,0
35.16,94.3,100.6,490.4,0.997157489,2
36.25,93.1,100.8,-7999,0,0
35.66,90.6,101.4,-7999,0,0
34.81,93.8,101.8,-7999,0,0
33.23,93.4,102.2,-7999,0,0
32.74,93.9,102.9,-7999,0,0
32.27,94,103.2,-7999,0,0
29.81,96,103.5,-7999,0,0
28.09,96.6,101.2,-355.2,0.897834054,1
27.85,96.8,100.5,-339.9,0.899631178,1
28.09,96.7,101.6,-339.3,0.899701654,1
27.97,97,98.8,-341.3,0.899466736,1
28.21,97,100.5,-351.5,0.898268653,1
28.34,97,98.9,-347.7,0.898714997,1
28.21,96.8,97.6,-356.1,0.897728341,1
28.71,95.9,95.7,-352.4,0.898162939,1
29.69,94.5,96.7,-371.7,0.895895978,1
29.69,92,97.4,-377.2,0.895249953,1
29.44,93.8,97.6,-7999,0,0
29.67,94.5,97.5,-7999,0,0
30.53,97.7,97.2,-7999,0,0
30.77,99.9,96.7,-7999,0,0
31.02,99.9,96.2,-7999,0,0
31.39,98.2,95.4,-7999,0,0
31.87,99.9,96.1,-7999,0,0
31.62,96.4,95.9,-7999,0,0
33.47,90.7,95.6,-7999,0,0
34.23,90.4,96.7,-7999,0,0
29.07,94.8,96.1,-7999,0,0
28.95,95.9,95.5,-7999,0,0
27.85,96.3,95.1,-266.9,0.908205694,2
27.74,96.2,95.4,-130.9,0.924180135,2
27.5,96.2,92.4,-107,0.926987408,2
27.12,96,93.2,-66.09,0.931792661,2
27.12,95.8,92.4,-45.45,0.934217017,2
27.49,97.1,92.4,-61.31,0.932354116,2
27.37,97.2,92.4,-50.09,0.933672007,2
27.11,96.6,92.6,-53.09,0.93331963,2
28.09,99.9,95.5,-51.21,0.933540453,2
27.97,100,94.7,-54.44,0.93316106,2
